>dept>|>num>|>name>|>desc>|>req>
>AAAS>|> 133B>|>The Literature of the Caribbean>|>An exploration of the narrative strategies and themes of writers of the region who grapple with issues of colonialism, class, race, ethnicity, and gender in a context of often-conflicting allegiances to North and South America, Europe, Africa, and Asia. Usually offered every second year.\nMs. Smith>|>NW>
>AAAS>|> 133B>|>The Literature of the Caribbean>|>An exploration of the narrative strategies and themes of writers of the region who grapple with issues of colonialism, class, race, ethnicity, and gender in a context of often-conflicting allegiances to North and South America, Europe, Africa, and Asia. Usually offered every second year.\nMs. Smith>|>SS>
>AAAS>|> 133B>|>The Literature of the Caribbean>|>An exploration of the narrative strategies and themes of writers of the region who grapple with issues of colonialism, class, race, ethnicity, and gender in a context of often-conflicting allegiances to North and South America, Europe, Africa, and Asia. Usually offered every second year.\nMs. Smith>|>WI>
>AAAS>|> 156A>|>The Civil Rights Movement>|>Explores the civil rights movement through primary readings and films. Includes an assessment of the consequences of the movement and the ongoing controversies over the best ways to achieve equality for black Americans. Usually offered every second year.\nStaff>|>SS>
>AAAS>|> 163B>|>Africa in World Politics>|>Explores the impact of African states in world affairs; the African and Afro-Asian groups in the United Nations; relations with Eastern Europe, Western Europe, and the Americas; the Afro-Asian movement; nonalignment; the Organization of African Unity; and Pan-Africanism. Usually offered every second year.\nMr. Nyangoni>|>NW>
>AAAS>|> 163B>|>Africa in World Politics>|>Explores the impact of African states in world affairs; the African and Afro-Asian groups in the United Nations; relations with Eastern Europe, Western Europe, and the Americas; the Afro-Asian movement; nonalignment; the Organization of African Unity; and Pan-Africanism. Usually offered every second year.\nMr. Nyangoni>|>SS>
>AAAS>|> 171A>|>Reggae Representation, Race and Nation>|>This course examines the various narratives of reggae, and by extension Jamaican music and nationhood, including academic, journalistic, and filmic perspectives. We will also appraise reggae's own musical representations of race, gender, sexuality, religion, nation, and diaspora. Special one-time offering, fall 2008.\nMr. Marshall>|>CA>
>AMST>|>  10A>|>Foundations of American Civilization>|>Interpretations of the meaning of the myths, symbols, values, heroes and rogues, character ideals, identities, masks, games, humor, languages, expressive repertoire, and ideologies that are exhibited in the social, political, economic, and cultural history of the United States. Usually offered every year.\nMr. Cohen>|>SS>
>AMST>|>  20A>|>Environmental Issues>|>An interdisciplinary overview of major environmental challenges facing humanity, including population growth; food production; limited supplies of energy, water, and other resources; climate change; loss of biodiversity; and waste disposal and pollution. Students examine these problems critically and evaluate different ways of thinking about their causes and solutions. Usually offered every year. \nMr. Donahue>|>SS>
>AMST>|> 100A>|>Classic Texts in American Culture to 1900>|>Priority given to American studies majors.\n\nThis is the core seminar for American studies majors; a text-based course tracing the American experience from the earliest colonizations through the nineteenth century. Usually offered every semester.\nStaff>|>SS>
>AMST>|> 100A>|>Classic Texts in American Culture to 1900>|>Priority given to American studies majors.\n\nThis is the core seminar for American studies majors; a text-based course tracing the American experience from the earliest colonizations through the nineteenth century. Usually offered every semester.\nStaff>|>WI>
>AMST>|> 100B>|>Twentieth-Century American Culture>|>Prerequisite: AMST 100a.\n\nThe democratization of taste and the extension of mass media are among the distinguishing features of American culture in the twentieth century. Through a variety of genres and forms of expression, in high culture and the popular arts, this course traces the historical development of a national style that came to exercise formidable influence abroad as well. Usually offered every second year.\nStaff>|>SS>
>AMST>|> 100B>|>Twentieth-Century American Culture>|>Prerequisite: AMST 100a.\n\nThe democratization of taste and the extension of mass media are among the distinguishing features of American culture in the twentieth century. Through a variety of genres and forms of expression, in high culture and the popular arts, this course traces the historical development of a national style that came to exercise formidable influence abroad as well. Usually offered every year.\nStaff>|>SS>
>AMST>|> 101A>|>American Environmental History>|>Provides an overview of the relationship between nature and culture in North America. Covers Native Americans, the European invasion, the development of a market system of resource extraction and consumption, the impact of industrialization, and environmentalist responses. Current environmental issues are placed in historical context. Usually offered every second year.\nMr. Donahue>|>SS>
>AMST>|> 102A>|>Women, the Environment, and Social Justice>|>Focuses on the profound and unique roles that women have played in protecting and enhancing the natural environment and human health. Explores a range of environmental and environmental health issues from the perspective of women, families and communities; and students will become involved first-hand with many of the topics studied through field trips and visiting speakers, discussions with the stakeholders, fieldwork, writing and reflection. This course also includes a significant \"Community Engaged Learning\" component. Students will become trained advocates for low income tenants in Waltham, meeting in teams with \"clients\" to hear concerns, advise on rights and provide assistance. In addition, student teams will plan and conduct other out-of-class environmental or environmental health activities with local community organizations. Usually offered every second year.\nMs. Goldin>|>OC>
>AMST>|> 102A>|>Women, the Environment, and Social Justice>|>Focuses on the profound and unique roles that women have played in protecting and enhancing the natural environment and human health. Explores a range of environmental and environmental health issues from the perspective of women, families and communities; and students will become involved first-hand with many of the topics studied through field trips and visiting speakers, discussions with the stakeholders, fieldwork, writing and reflection. This course also includes a significant \"Community Engaged Learning\" component. Students will become trained advocates for low income tenants in Waltham, meeting in teams with \"clients\" to hear concerns, advise on rights and provide assistance. In addition, student teams will plan and conduct other out-of-class environmental or environmental health activities with local community organizations. Usually offered every second year.\nMs. Goldin>|>SS>
>AMST>|> 102A>|>Environment, Social Justice, and the Role of Women>|>Yields six semester-hour credits towards rate of work and graduation. \n\nThis community-engaged course involves students first-hand in the legal, policy, science, history and social impacts of current environmental health issues challenging individuals and families and communities today, with a particular focus on low-income, immigrant communities and the profound and unique roles played by women.  Students will engage directly in the topics through field trips, visiting speakers and discussions with stakeholders themselves. They also will address the issues by collaborating in projects with local organizations, and assisting low income residents in Waltham at the Tenant Advocacy Clinic.Usually offered every semester.\nMs. Goldin>|>OC>
>AMST>|> 102A>|>Environment, Social Justice, and the Role of Women>|>Yields six semester-hour credits towards rate of work and graduation. \n\nThis community-engaged course involves students first-hand in the legal, policy, science, history and social impacts of current environmental health issues challenging individuals and families and communities today, with a particular focus on low-income, immigrant communities and the profound and unique roles played by women.  Students will engage directly in the topics through field trips, visiting speakers and discussions with stakeholders themselves. They also will address the issues by collaborating in projects with local organizations, and assisting low income residents in Waltham at the Tenant Advocacy Clinic.Usually offered every semester.\nMs. Goldin>|>SS>
>AMST>|> 102A>|>Environment, Social Justice, and the Role of Women>|>Yields six semester-hour credits towards rate of work and graduation. \n\nThis community-engaged course involves students first-hand in the legal, policy, science, history and social impacts of current environmental health issues challenging individuals and families and communities today, with a particular focus on low-income, immigrant communities and the profound and unique roles played by women.  Students will engage directly in the topics through field trips, visiting speakers and discussions with stakeholders themselves. They also will address the issues by collaborating in projects with local organizations, and assisting low income residents in Waltham at the Tenant Advocacy Clinic.Usually offered every semester.\nMs. Goldin>|>WI>
>AMST>|> 105A>|>The Eastern Forest: Paleoecology to Policy>|>Can we make sustainable use of the Eastern Forest of North America while protecting biological diversity and ecological integrity? Explores the forest's ecological development, the impact of human cultures, attitudes toward the forest, and our mixed record of abuse and stewardship. Includes extensive fieldwork. Usually offered every second year.\nMr. Donahue>|>SS>
>AMST>|> 105A>|>The Eastern Forest: Paleoecology to Policy>|>Can we make sustainable use of the Eastern Forest of North America while protecting biological diversity and ecological integrity? Explores the forest's ecological development, the impact of human cultures, attitudes toward the forest, and our mixed record of abuse and stewardship. Includes extensive fieldwork. Usually offered every second year.\nMr. Donahue>|>WI>
>AMST>|> 106B>|>Food and Farming in America>|>American food is abundant and cheap. Yet many eat poorly, and some argue that our agriculture may be unhealthy and unsustainable. Explores the history of American farming and diet and the prospects for a healthy food system. Includes extensive fieldwork. Usually offered every second year.\nMr. Donahue>|>SS>
>AMST>|> 106B>|>Food and Farming in America>|>American food is abundant and cheap. Yet many eat poorly, and some argue that our agriculture may be unhealthy and unsustainable. Explores the history of American farming and diet and the prospects for a healthy food system. Includes extensive fieldwork. Usually offered every second year.\nMr. Donahue>|>WI>
>AMST>|> 116B>|>Race and American Cinema>|>From its earliest beginnings, the history of American cinema has been inextricably--and controversially--tied to the racial politics of the United States. This course explores how images of racial and ethnic minorities such as African Americans, Jews, Asians, Native Americans, and Latino/as are reflected on the screen, as well as the ways that minorities in the entertainment industry have responded to often limiting representations. Usually offered every second year.\nMs. Dave>|>HUM>
>AMST>|> 118A>|>Gender and the Professions>|>Explores gender distinctions as a key element in the organization of professions, analyzing the connections among sex roles, occupational structure, and American social life. Topics include work culture, pay equity, the \"mommy\" and \"daddy\"  tracks, sexual discrimination and harassment, and dual-career families. Among the professions examined are law, medicine, teaching, social work, nursing, journalism, business, and politics. Usually offered every second year.\nMs. Antler>|>SS>
>AMST>|> 125A>|>History of United States Feminisms>|>An investigation of the development and politics of women's rights in the United States. Explores the internal and external coalitions and conflicts at the nexus of race, ethnicity, sexuality, and religion. Examines the transnational shift to organizing for human rights. Usually offered every third year.\nMs. Antler and Ms. Hansen>|>SS>
>AMST>|> 127B>|>Women and American Popular Culture>|>Examines women's diverse representations and participation in the popular culture of the United States. Using historical studies, advertising, film, television, music, and literature, discusses how constructions of race, gender, class, sexuality, ethnicity, and religion have shaped women's encounters with popular and mass culture. Topics include women and modernity, leisure and work, women's roles in the rise of consumer culture and relation to technology, representations of sexuality, and the impact of feminism. Usually offered every second year.\nMs. Davé>|>SS>
>AMST>|> 130B>|>Television and American Culture>|>An interdisciplinary course with three main lines of discussion and investigation: an aesthetic inquiry into the meaning of television style and genre; a historical consideration of the medium and its role in American life; and a technological study of televisual communication. Usually offered every second year.\nMr. Doherty>|>SS>
>AMST>|> 131B>|>News on Screen>|>An interdisciplinary course exploring how journalistic practice is mediated by the moving image--cinematic, televisual, and digital. The historical survey will span material from the late-nineteenth-century \"actualities\" of Thomas Edison and the Lumiere Brothers to the viral environment of the World Wide Web, a rich tradition that includes newsreels, expeditionary films, screen magazines, combat reports, government information films, news broadcasts, live telecasts, television documentaries, amateur video, and the myriad blogs, vlogs, and webcasts of the digital age. Usually offered every second year.\nMr. Doherty>|>SS>
>AMST>|> 132B>|>International Affairs and the American Media>|>Examines and assesses American media coverage of major international events and perspectives, with special emphasis on the Middle East. In addition to analyzing the political, economic, cultural, and tactical factors that influence coverage, students will be challenged to consider the extent to which the American media have influenced their own understanding of the crisis in the Middle East and the relationship the United States has with that part of the world. Students will engage in online chats with students in the Middle East, and they will write and edit their own television news pieces about developments in the region. Usually offered every second year.\nMs. Farrelly>|>SS>
>AMST>|> 137B>|>Journalism in Twentieth-Century America>|>Examines what journalists have done, how their enterprise has in fact conformed with their ideals, and what some of the consequences have been for the republic historically. Usually offered every year.\nMr. Whitfield>|>SS>
>AMST>|> 140B>|>The Asian American Experience>|>Examines the political, economic, social, and contemporary issues related to Asians in the United States from the mid-nineteenth century to the present. Topics include patterns of immigration and settlement, and individual, family, and community formation explored through history, literature, personal essays, films, and other popular media sources. Usually offered every second year.\nMs. Davé>|>OC>
>AMST>|> 140B>|>The Asian American Experience>|>Examines the political, economic, social, and contemporary issues related to Asians in the United States from the mid-nineteenth century to the present. Topics include patterns of immigration and settlement, and individual, family, and community formation explored through history, literature, personal essays, films, and other popular media sources. Usually offered every second year.\nMs. Davé>|>SS>
>AMST>|> 142B>|>Love, Law, and Labor: Asian American Women and Literature>|>Explores the intersection of ethnicity, race, class, gender, and sexualities in the lives and literatures of diverse Asian American women.  Discusses the historical, social, political, and economic forces shaping those lives and how they are reflected in literature.  Usually offered every second year.\nMs. Davé>|>SS>
>AMST>|> 144B>|>Signs of Imagination: Gender and Race in Mass Media>|>Examines how men and women are represented and represent themselves in American popular culture.  Discusses the cultural contexts of the terms \"femininity\" and \"masculinity\" and various examples of the visibility and marketability of these terms today. Usually offered every second year.\nMs. Davé>|>SS>
>AMST>|> 149A>|>On the Edge of History>|>Examines how visionaries, novelists, historians, social scientists, and futurologists in America from 1888 to the present have imagined and predicted America's future and what those adumbrations--correct and incorrect--tell us about our life today, tomorrow, and yesterday, when the predictions were made. Usually offered every second year.\nMr. Cohen>|>SS>
>AMST>|> 155A>|>American Individualism>|>Examines the central dilemmas of the American experience through various major works.  Topics include the ambition to transcend social and personal limitations and the tension between demands of self and the hunger for community. Usually offered every second year.\nMr. Whitfield>|>SS>
>AMST>|> 156B>|>Transatlantic Crossings: America and Europe>|>Examines how the United States has interacted with the rest of the world, especially Europe, as a promise, as a dream, as a cultural projection.  Focuses less on the flow of people than on the flow of ideas, less on the instruments of foreign policy than on the institutions that have promoted visions of democracy, individual autonomy, power, and abundance. Usually offered every second year.\nMr. Whitfield>|>SS>
>AMST>|> 163B>|>The Sixties: Continuity and Change in American Culture>|>Analyzes alleged changes in the character structure, social usages, governing myths and ideas, artistic sensibility, and major institutions of America during the 1960s. What were the principal causes and occasions for the change? Usually offered every second year.\nMr. Cohen>|>SS>
>AMST>|> 169A>|>Ethnicity, Immigration, and Race in the United States>|>Provides an introductory overview of the study of race, ethnicity, and culture in the United States. Focuses on the historical, sociological, and political movements that affected the arrival and settlement of African, Asian, European, American Indian, and Latino populations in the late nineteenth and twentieth centuries. Utilizing theoretical and discursive perspectives, compares and explores the experiences of these groups in the United States in relation to issues of immigration, population relocations, government and civil legislation, ethnic identity, gender and family relations, class, and community. Usually offered every year.\nMs. Davé>|>SS>
>AMST>|> 170A>|>The Idea of Conspiracy in American Culture>|>Considers the \"paranoid style\" in America's political and popular culture and in recent American literature. Topics include allegations of \"conspiracy\" in connection with the Sacco and Vanzetti, Hiss, and Rosenberg cases; antisemitism and anti-Catholicism; and Watergate and Irangate. Usually offered every second year.\nMr. Cohen>|>SS>
>AMST>|> 175A>|>Violence (and Nonviolence) in American Culture>|>Studies  the use of terror and violence by citizens and governments in the domestic history of the United States. What are the occasions and causes of violence? How is it imagined, portrayed, and explained in literature? Is there anything peculiarly American about violence in America--nonviolence and pacifism? Usually offered every second year.\nMr. Cohen>|>SS>
>AMST>|> 177B>|>True Crime and American Culture>|>This course may not be repeated for credit by students who have taken USEM 64a in previous years.\n\nExplores a series of enduringly fascinating cases from the true crime files of American culture. Our crime scene investigations range from 1692 Salem to 1994 Brentwood; our line-up includes witches, outlaws, kidnappers, gangsters, murderers, and serial killers; and our evidence is drawn from literature, film, and television. Usually offered every second year.\nMr. Doherty>|>>
>AMST>|> 180B>|>Topics in the History of American Education>|>Examines major themes in the history of American education, including changing ideas about children, childrearing, and adolescence; development of schools; the politics of education; education and individual life history. Usually offered every second year.\nMs. Antler>|>SS>
>AMST>|> 183B>|>Sports and American Culture>|>Studies how organized sports have reflected changes in the American cultural, social, and economic scene, and how they have reflected and shaped the moral codes, personal values, character, style, myths, attachments, sense of work and play, fantasy, and reality of fans and athletes. Usually offered every second year.\nMr. Cohen>|>SS>
>AMST>|> 185B>|>The Culture of the Cold War>|>Addresses American political culture from the end of World War II until the revival of liberal movements and radical criticism. Focuses on the specter of totalitarianism, the \"end of ideology,\" McCarthyism, the crisis of civil liberties, and the strains on the pluralistic consensus in an era of anti-Communism. Usually offered every second year.\nMr. Whitfield>|>SS>
>AMST>|> 187A>|>The Legal Boundaries of Public and Private Life>|>Confrontations of public interest and personal rights across three episodes in American cultural history: post-Civil War race relations; progressive-era economic regulation; and contemporary civil liberties, especially sexual and reproductive privacy. Critical legal decisions examined in social and political context. Usually offered every second year. \nMr. Gaskins>|>SS>
>AMST>|> 189A>|>Legal Foundations of American Capitalism>|>Surveys core legal institutions of property, contracts, and corporations. Examines how law promotes and restrains the development of capitalism and market society in America, from the era of mass production through the age of global trade and digital commerce. Usually offered every second year.\nMr. Gaskins>|>SS>
>AMST>|> 191B>|>Greening Campus and Community: Improving Environmental Sustainability at Brandeis and Beyond>|>In this hands-on course, students design and implement environmental sustainability initiatives to benefit the campus and the local community. Students analyze the environmental impact of human activities within the existing legal, political, and social structure; learn basic research strategies for auditing and assessing the effect of these activities; and contribute to the overall understanding of the environmental impact of the Brandeis community on its surroundings. Usually offered every year.\nMs. Goldin>|>OC>
>AMST>|> 191B>|>Greening Campus and Community: Improving Environmental Sustainability at Brandeis and Beyond>|>In this hands-on course, students design and implement environmental sustainability initiatives to benefit the campus and the local community. Students analyze the environmental impact of human activities within the existing legal, political, and social structure; learn basic research strategies for auditing and assessing the effect of these activities; and contribute to the overall understanding of the environmental impact of the Brandeis community on its surroundings. Usually offered every year.\nMs. Goldin>|>SS>
>AMST>|> 191B>|>Greening the Ivory Tower: Improving Environmental Sustainability of Brandeis and Community>|>Yields six semester-hour credits towards rate of work and graduation. \n\nIn this hands-on course, students design and implement environmental sustainability initiatives to benefit the campus and the local community. Students analyze the environmental impact of human activities within the existing legal, political, and social structure; learn basic research strategies for auditing and assessing the effect of these activities; and contribute to the overall understanding of the environmental impact of the Brandeis community on its surroundings. Usually offered every year.\nMs. Goldin>|>OC>
>AMST>|> 191B>|>Greening the Ivory Tower: Improving Environmental Sustainability of Brandeis and Community>|>Yields six semester-hour credits towards rate of work and graduation. \n\nIn this hands-on course, students design and implement environmental sustainability initiatives to benefit the campus and the local community. Students analyze the environmental impact of human activities within the existing legal, political, and social structure; learn basic research strategies for auditing and assessing the effect of these activities; and contribute to the overall understanding of the environmental impact of the Brandeis community on its surroundings. Usually offered every year.\nMs. Goldin>|>SS>
>ANTH>|>   1A>|>Introduction to the Comparative Study of Human Societies>|>Examines the ways human beings construct their lives in a variety of societies. Includes the study of the concept of culture, kinship and social organization, political economy, gender and sexuality, religion and ritual, symbols and language, social inequalities and social change, and globalization. Consideration of anthropological research methods and approaches to cross-cultural analysis. Usually offered every semester.\nMs. Lamb, Ms. McIntosh, or Mr. Urcid>|>NW>
>ANTH>|>   1A>|>Introduction to the Comparative Study of Human Societies>|>Examines the ways human beings construct their lives in a variety of societies. Includes the study of the concept of culture, kinship and social organization, political economy, gender and sexuality, religion and ritual, symbols and language, social inequalities and social change, and globalization. Consideration of anthropological research methods and approaches to cross-cultural analysis. Usually offered every semester.\nMs. Lamb, Ms. McIntosh, or Mr. Urcid>|>SS>
>ANTH>|>   5A>|>Human Origins>|>Studies major transformations of humanity from early hominids to civilizations. Fossils and archaeological evidence serve to highlight the origins of bipedalism and language, the shift from foraging to agricultural economies, and the inception of urban life and large-scale political centralization. Usually offered every year. \nMr. Golden or Mr. Urcid>|>SS>
>ANTH>|>  20B>|>Feast and Famine: Food and Social Relations>|>May not be repeated for credit by students who have taken USEM 46a.\n\nFood brings together our physical bodies and our capacity for making culture; this has made it a central topic for writers, artists, historians, anthropologists, and others. Examines ways of eating (and not eating) that mediate, express, and exemplify relations among people.\nMs. Ferry>|>SS>
>ANTH>|>  33B>|>Crossing Cultural Boundaries>|>An examination of situations where individuals, either actually or imaginatively, willingly or unwillingly, cross over the boundaries separating their own culture and other cultural traditions. The understandings and misunderstandings that result from these encounters are examined in primary texts and images and in scholarly reconstructions. Transient experiences are compared with sites that develop over a long period of time (colonial settlements, plantations, frontiers). Potentials for reflexive self-understanding and meaningful dialogue are sought in fictional and nonfictional representations of boundary crossings. Usually offered every second year.\nMr. Parmentier>|>SS>
>ANTH>|>  55A>|>Anthropology of Development>|>This course combines an examination of the historical development of  \"development\" concepts and institutions with case studies of particular developmental projects in the United States and abroad. Throughout the course, we will sustain a dynamic interplay between development theory and practice. Usually offered every second year.\nMs. Ferry>|>NW>
>ANTH>|>  55A>|>Anthropology of Development>|>This course combines an examination of the historical development of  \"development\" concepts and institutions with case studies of particular developmental projects in the United States and abroad. Throughout the course, we will sustain a dynamic interplay between development theory and practice. Usually offered every second year.\nMs. Ferry>|>SS>
>ANTH>|>  60A>|>Archaeological Methods>|>Focuses on the exploration of archaeological sites on and near campus to offer a practice-oriented introduction to field methods, including surface-survey, mapping, and excavation of archaeological features. Other topics include principles of stratigraphy and relative/chronometric dating methods. Usually offered every second year. \nMr. Golden or Mr. Urcid>|>SS>
>ANTH>|>  60B>|>Archaeological Analysis>|>An introduction to archaeological laboratory methods and analyses, emphasizing hands-on experience. Students engage in discussion of field and laboratory methods, ethical issues, and the challenges of interpreting human behavior from material remains. Students conduct independent analyses ancient artifacts in the classroom and also conduct independent research in surrounding communities in locations such as the Boston area's graveyards. Usually offered every second year. \nMr. Golden or Mr. Urcid>|>SS>
>ANTH>|>  75B>|>Politics and Culture of Literacy>|>Explores social dimensions of literacy acquisition and literate behavior, taking a cross-cultural comparative perspective. Examines multiple case studies within a cross-disciplinary framework (e.g. anthropology, cognitive science, linguistics, education), focusing on making connections to contemporary social issues. Special one-timer offering, spring 2010.\nMs. Chaudhuri-Brill>|>SS>
>ANTH>|>  80A>|>Anthropology of Religion>|>An introduction to the anthropological study of human religious experience, with particular emphasis on religious and ritual practice in comparative perspective. Examines the relationship between religion and society in small-scale, non-Western contexts as well as in complex societies, global cultures, and world historical religions. Usually offered every second year.\nMs. Lamb or Ms. Schattschneider>|>NW>
>ANTH>|>  80A>|>Anthropology of Religion>|>An introduction to the anthropological study of human religious experience, with particular emphasis on religious and ritual practice in comparative perspective. Examines the relationship between religion and society in small-scale, non-Western contexts as well as in complex societies, global cultures, and world historical religions. Usually offered every second year.\nMs. Lamb or Ms. Schattschneider>|>SS>
>ANTH>|>  83A>|>Anthropological Inquiry>|>Prerequisite: ANTH 1a or ANTH 5a.\n\nAn ethnographic and comparative survey of key paradigms of anthropological explanation. Examination of links between exemplary theoretical statements and empirical case studies. Relationship of anthropological models to contemporary social theory. Usually offered every second year. \nMs. Ferry>|>SS>
>ANTH>|>  83A>|>Anthropological Inquiry>|>Prerequisite: ANTH 1a or ANTH 5a.\n\nAn ethnographic and comparative survey of key paradigms of anthropological explanation. Examination of links between exemplary theoretical statements and empirical case studies. Relationship of anthropological models to contemporary social theory. Usually offered every second year. \nMs. Ferry>|>WI>
>ANTH>|> 108B>|>History, Time, and Tradition>|>Explores topics relating to the historical dimension of societies in cross-cultural and interdisciplinary perspectives: the cultural construction of the past, temporal and calendrical systems, the invention of tradition, ethnohistorical narrative, cultural memory and forgetting, historical monuments, and museums. Usually offered every third year.\nMr. Parmentier>|>SS>
>ANTH>|> 109A>|>Children, Parenting, and Education in Cross-Cultural Perspective>|>Examines childcare techniques, beliefs about childhood and adolescence, and the objectives of school systems in different areas of the world, in order to illuminate cross-cultural similarities and differences in conceptions of personhood, identity, gender, class, race, nation, and the relationship between the individual and society. Usually offered every third year.\nStaff>|>SS>
